Date,From,To,Mode,Distance (mi)
2025-07-04 07:00,"Bagnara Calabra, Italy","San Nicolò, Italy",Car,25.66
2025-07-04 08:06,"Gioia Tauro, Italy","Bagnara Calabra, Italy",Car,10.87
2025-07-04 09:20,"Messina, Italy","Furci Siculo, Italy",Car,19.33
2025-07-04 09:34,"Furci Siculo, Italy","Messina, Italy",Car,13.61
2025-07-07 09:33,"Taormina, Italy","Scillato, Italy",Car,77.64
2025-07-07 11:40,"Scillato, Italy","Polizzi Generosa, Italy",Car,11.16
2025-07-07 11:55,"Polizzi Generosa, Italy","Scillato, Italy",Car,10.47
2025-07-08 07:42,"Santa Flavia, Italy","Campofelice Di Roccella, Italy",Car,19.32
2025-07-08 08:08,"Campofelice Di Roccella, Italy","Sperone, Italy",Car,14.72
2025-07-08 14:14,"Cefalù, Italy","Casteldaccia, Italy",Car,25.32
2025-07-08 14:23,"Casteldaccia, Italy","Lascari, Italy",Car,20.36
2025-07-08 14:42,"Termini Imerese, Italy","Altavilla Milicia, Italy",Car,10.03
2025-07-10 08:09,"Santa Flavia, Italy","Bolognetta, Italy",Car,10.32
2025-07-10 09:05,"Cefalà Diana, Italy","Aragona, Italy",Car,37.34
2025-07-10 09:27,"Aragona, Italy","Vicari, Italy",Car,28.58
2025-07-10 09:47,"Vicari, Italy","Cammarata, Italy",Car,10.7
2025-07-10 10:10,"Cammarata, Italy","Campofranco, Italy",Car,13.38
2025-07-10 10:25,"Campofranco, Italy","Agrigento, Italy",Car,10.88
2025-07-10 13:50,"Agrigento, Italy","Altavilla Milicia, Italy",Car,50.52
2025-07-10 14:09,"Altavilla Milicia, Italy","Canicattì, Italy",Car,45.8
2025-07-10 14:26,"Canicattì, Italy","Caltanissetta, Italy",Car,17.37
2025-07-10 14:41,"Caltanissetta, Italy","Resuttano, Italy",Car,11.01
2025-07-10 14:57,"Resuttano, Italy","Scillato, Italy",Car,13.2
2025-07-10 15:23,"Termini Imerese, Italy","Sperone, Italy",Car,10.44
2025-07-13 11:03,"Palermo, Italy","Gioiosa Marea, Italy",Car,82.74
2025-07-13 14:11,"Patti, Italy","Taormina, Italy",Car,25.6
2025-07-13 22:57,"Giarre, Italy","Messina, Italy",Car,37.14
2025-07-14 07:38,"Messina, Italy","Capo d'Orlando, Italy",Car,44.42
2025-07-14 09:20,"Capo d'Orlando, Italy","Messina, Italy",Car,44.53
2025-07-14 10:10,"Villa San Giovanni, Italy","Curinga, Italy",Car,57.0
2025-07-14 12:11,"Curinga, Italy","Gioia Tauro, Italy",Car,35.54
2025-07-14 12:45,"Gioia Tauro, Italy","Francavilla Angitola, Italy",Car,29.85
2025-07-14 13:45,"Gizzeria, Italy","Longobardi, Italy",Car,18.76
2025-07-14 14:51,"Longobardi, Italy","Maratea, Italy",Car,57.36
2025-07-14 20:56,"Maratea, Italy","Cirella, Italy",Car,19.54
2025-07-15 08:10,"Diamante, Italy","Aprilia, Italy",Flight,214.68
2025-07-15 08:36,"Aprilia, Italy","Rome, Italy",Car,12.06
2025-07-16 22:49,"Fiumicino, Italy","SeaTac, United States",Flight,5673.24
2025-07-21 16:01,"Seattle, United States","Hailey, United States",Flight,471.65
2025-07-21 17:04,"Hailey, United States","Fairfield, United States",Car,24.57
2025-07-21 17:06,"Fairfield, United States","Camas County, United States",Car,12.13
2025-07-21 17:19,"Camas County, United States","Hailey, United States",Car,18.35
2025-07-23 21:12,"Hailey, United States","Mercer Island, United States",Flight,476.83
2025-08-07 17:16,"Seattle, United States","Hood River County, United States",Flight,154.51
2025-08-07 17:31,"Hood River County, United States","Bend, United States",Car,88.32
2025-08-08 18:39,"Bend, United States","Sisters, United States",Car,12.35
2025-08-08 18:46,"Sisters, United States","Deschutes County, United States",Car,13.43
2025-08-09 00:03,"Sisters, United States","Bend, United States",Car,19.53
2025-08-09 00:13,"Bend, United States","Sisters, United States",Car,14.48
2025-08-09 14:55,"Bend, United States","Hines, United States",Flight,108.95
2025-08-09 15:00,"Hines, United States","Deschutes County, United States",Flight,108.4
2025-08-09 15:31,"Deschutes County, United States","Millican, United States",Car,25.28
2025-08-09 15:59,"Millican, United States","Hampton, United States",Car,33.02
2025-08-09 16:29,"Hampton, United States","Harney County, United States",Car,31.24
2025-08-09 16:54,"Harney County, United States","Hines, United States",Car,29.09
2025-08-09 17:46,"Hines, United States","Ontario, United States",Flight,105.64
2025-08-09 18:01,"Ontario, United States","Burns, United States",Car,94.56
2025-08-09 18:17,"Burns, United States","Harney County, United States",Car,14.41
2025-08-09 18:30,"Harney County, United States","Drewsey, United States",Car,14.15
2025-08-09 18:44,"Drewsey, United States","Juntura, United States",Car,12.91
2025-08-09 19:27,"Juntura, United States","Malheur County, United States",Car,35.07
2025-08-09 19:44,"Malheur County, United States","Ontario, United States",Car,14.87
2025-08-09 20:24,"Ontario, United States","Elmore County, United States",Car,75.07
2025-08-09 20:32,"Elmore County, United States","New Plymouth, United States",Car,68.07
2025-08-09 20:46,"New Plymouth, United States","Caldwell, United States",Car,18.27
2025-08-09 21:00,"Caldwell, United States","Meridian, United States",Car,14.22
2025-08-09 21:17,"Meridian, United States","Ada County, United States",Car,18.01
2025-08-09 21:31,"Ada County, United States","Mountain Home, United States",Car,18.62
2025-08-09 22:24,"Mountain Home, United States","Hailey, United States",Car,76.19
2025-08-09 22:40,"Hailey, United States","Glenns Ferry, United States",Car,66.76
2025-08-09 23:00,"Glenns Ferry, United States","Mountain Home, United States",Car,16.91
2025-08-09 23:16,"Elmore County, United States","Fairfield, United States",Car,18.43
2025-08-09 23:34,"Fairfield, United States","Blaine County, United States",Car,20.42
2025-08-09 23:53,"Blaine County, United States","Bellevue, United States",Car,13.7
2025-08-10 00:18,"Bellevue, United States","Ketchum, United States",Car,16.23
2025-08-11 20:44,"Ketchum, United States","Bellevue, United States",Car,15.34
2025-08-11 20:53,"Bellevue, United States","Sun Valley, United States",Car,12.95
2025-08-11 21:39,"Bellevue, United States","Ketchum, United States",Car,14.69
2025-08-11 21:46,"Ketchum, United States","Bellevue, United States",Car,11.65
2025-08-13 15:26,"Hailey, United States","Fairfield, United States",Car,17.51
2025-08-13 15:50,"Fairfield, United States","Gem County, United States",Flight,106.63
2025-08-13 16:23,"Gem County, United States","Yakima, United States",Flight,270.41
2025-08-13 16:26,"Yakima, United States","Yakima County, United States",Car,21.3
2025-08-13 16:52,"Yakima County, United States","Seattle, United States",Car,75.32
2025-08-17 16:57,"Federal Way, United States","Tacoma, United States",Car,10.38
2025-08-17 18:44,"Tacoma, United States","Federal Way, United States",Car,10.09
2025-08-20 16:18,"Seattle, United States","Graham, United States",Car,36.45
2025-08-20 19:43,"Graham, United States","Bend, United States",Flight,210.86
2025-08-21 17:52,"Bend, United States","Hines, United States",Flight,108.74
2025-08-21 18:17,"Hines, United States","Bend, United States",Flight,105.15
2025-08-21 18:33,"Bend, United States","Millican, United States",Car,14.47
2025-08-21 19:00,"Millican, United States","Hampton, United States",Car,11.26
2025-08-21 19:21,"Hampton, United States","Lake County, United States",Car,21.3
2025-08-21 19:47,"Lake County, United States","Harney County, United States",Car,19.41
2025-08-21 20:40,"Harney County, United States","Hines, United States",Car,11.1
2025-08-21 21:12,"Burns, United States","Buchanan, United States",Car,11.65
2025-08-21 21:35,"Buchanan, United States","Harney County, United States",Car,18.77
2025-08-21 21:55,"Harney County, United States","Juntura, United States",Car,15.88
2025-08-21 22:02,"Juntura, United States","Cairo, United States",Car,56.32
2025-08-21 22:59,"Cairo, United States","Vale, United States",Car,13.93
2025-08-21 23:24,"Vale, United States","Ontario, United States",Car,16.09
2025-08-21 23:47,"Fruitland, United States","Boise, United States",Car,41.58
2025-08-22 00:03,"Boise, United States","Caldwell, United States",Car,26.74
2025-08-22 00:19,"Caldwell, United States","Canyon County, United States",Car,15.69
2025-08-22 00:37,"Canyon County, United States","Boise, United States",Car,17.18
2025-08-22 15:52,"Garden City, United States","Elmore County, United States",Car,34.91
2025-08-22 16:07,"Elmore County, United States","Boise, United States",Car,27.67
2025-08-22 16:34,"Boise, United States","Elmore County, United States",Car,15.67
2025-08-22 16:53,"Mountain Home, United States","Ketchum, United States",Car,73.85
2025-08-22 16:57,"Ketchum, United States","Mountain Home, United States",Car,71.8
2025-08-22 17:46,"Mountain Home, United States","Elmore County, United States",Car,19.48
2025-08-22 18:07,"Elmore County, United States","Fairfield, United States",Car,18.56
2025-08-22 18:33,"Fairfield, United States","Hailey, United States",Car,22.76
2025-08-24 16:37,"Ketchum, United States","Hailey, United States",Car,11.71
2025-08-24 18:55,"Hailey, United States","Ketchum, United States",Car,10.33
2025-08-25 18:19,"Ketchum, United States","Stanley, United States",Car,34.58
2025-08-25 18:24,"Stanley, United States","Ketchum, United States",Car,31.64
2025-08-25 18:50,"Ketchum, United States","Blaine County, United States",Car,16.78
2025-08-25 19:38,"Blaine County, United States","Stanley, United States",Car,11.98
2025-08-26 16:11,"Stanley, United States","Blaine County, United States",Car,17.15
2025-08-26 16:45,"Blaine County, United States","Ketchum, United States",Car,21.82
